Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2018,ONTEX GROUP NV,Belgium,Chemicals nec,-0.71%,-9.34%,"(1,86,66,779)","(1,79,47,757)","(11,824)","(4,77,910)","4,622 ",(901),"(30,449)","(2,15,882)","13,323 ",58%
2018,CHINA STEEL CHEMICAL CORPORATION,Taiwan,Chemicals nec,-4.14%,-19.93%,"(1,15,65,718)","(1,12,00,399)","(3,718)","(1,36,072)","(27,793)",(513),"(1,50,280)","(48,880)","1,937 ",7%
2018,MARICO LIMITED,India,Chemicals nec,-0.74%,-4.44%,"(67,12,919)","(38,15,310)","(2,064)","(39,170)",(95),(205),"(1,05,268)","(27,53,953)","3,145 ",32%
2018,MCBRIDE PLC,United Kingdom,Chemicals nec,-0.62%,-11.83%,"(54,75,005)","(48,06,585)","(1,622)","(73,792)","(10,415)",(226),"(18,364)","(5,65,525)","1,523 ",14%
2018,VICTREX PLC,United Kingdom,Chemicals nec,-1.20%,-3.08%,"(49,86,929)","(45,67,846)","(1,292)","(65,413)","(12,082)",(202),"(8,679)","(3,32,135)",720,7%
2018,SAN FU CHEMICAL CO LTD,Taiwan,Chemicals nec,-3.02%,-29.57%,"(39,89,331)","(38,44,000)",(758),"(47,782)","(9,277)",(135),"(71,093)","(16,312)",27,30%
2018,SHINY CHEMICAL INDUSTRIAL COMPANY LIMITED,Taiwan,Chemicals nec,-1.30%,-9.90%,"(34,01,135)","(32,24,590)","(1,640)","(21,528)","(4,413)",(130),"(1,41,052)","(7,771)",(12),28%
2018,PENNON GROUP PLC,United Kingdom,"Collection,purification and distribution of water (41) ",-12.27%,-52.38%,"(21,83,83,821)","(21,36,17,432)","(48,910)","(28,40,930)","(6,66,003)","(8,899)","(2,399)","(11,99,472)",223,0
2018,COMPANIA SANEAMENTO DE MINAS GERAIS,Brazil,"Collection,purification and distribution of water (41) ",-6.29%,-30.59%,"(7,70,26,267)","(7,53,66,663)","(17,169)","(9,95,287)","(2,33,135)","(3,127)","(1,147)","(4,09,951)",214,1%
2018,SEVERN TRENT PLC,United Kingdom,"Collection,purification and distribution of water (41) ",-2.18%,-6.94%,"(4,70,29,668)","(4,59,73,643)","(10,585)","(6,11,301)","(1,43,263)","(1,923)","(2,910)","(2,86,313)",271,0%
2018,GUANGDONG INVESTMENT LTD.,Hong Kong,"Collection,purification and distribution of water (41) ",-2.30%,-5.40%,"(3,92,85,504)","(3,84,79,159)","(11,723)","(4,77,330)","(1,00,071)","(2,288)","(64,528)","(1,75,884)","25,479 ",2%
2018,UNITED UTILITIES GROUP PLC,United Kingdom,"Collection,purification and distribution of water (41) ",-1.77%,-4.76%,"(3,91,90,474)","(3,83,03,597)","(8,832)","(5,09,288)","(1,19,345)","(1,604)","(2,982)","(2,45,102)",277,0%
2018,MICROSOFT CORPORATION,United States,Computer and related activities (72),-0.30%,-0.93%,"(32,65,23,021)","(28,18,77,010)","(63,192)","(36,49,849)","(8,53,834)","(11,583)","(1,36,968)","(3,99,32,909)","2,324 ",0
2018,PANASONIC CORPORATION,Japan,Computer and related activities (72),-0.38%,-8.31%,"(27,96,48,956)","(26,56,66,177)","(64,096)","(35,75,250)","(8,17,478)","(11,595)","(72,331)","(94,59,712)","17,683 ",2%
2018,LG ELECTRONICS INCORPORATED,South Korea,Computer and related activities (72),-0.50%,-11.27%,"(27,37,62,244)","(25,55,91,674)","(54,688)","(27,32,166)","(6,18,051)","(11,603)","(10,99,386)","(1,37,29,928)","75,252 ",28%
2018,SONY CORPORATION,Japan,Computer and related activities (72),-0.20%,-2.35%,"(15,67,25,359)","(15,39,38,004)","(35,234)","(20,54,507)","(4,74,599)","(6,452)","(77,422)","(1,42,172)","3,032 ",0
2018,INTERNATIONAL BUSINESS MACHINES CORPORATION,United States,Computer and related activities (72),-0.19%,-1.30%,"(14,81,32,681)","(13,36,15,567)","(36,308)","(17,55,571)","(3,97,487)","(6,828)","(98,780)","(1,22,63,999)","41,859 ",4%
2018,FUJITSU LIMITED,Japan,Computer and related activities (72),-0.35%,-11.99%,"(13,10,97,546)","(12,68,65,281)","(29,222)","(16,88,268)","(3,93,380)","(5,332)","(37,138)","(20,81,058)","2,134 ",1%
2018,TATA CONSULTANCY SERVICES LTD,India,Computer and related activities (72),-0.67%,-2.70%,"(11,83,36,075)","(4,86,85,706)","(12,104)","(6,52,122)","(1,51,621)","(2,235)","(1,378)","(6,88,37,029)","6,119 ",0%
2018,SHARP CORPORATION,Japan,Computer and related activities (72),-0.50%,-13.60%,"(11,16,95,317)","(10,58,93,268)","(24,400)","(14,09,754)","(3,28,896)","(4,454)","(21,995)","(40,14,314)","1,763 ",0%
2018,INFOSYS LIMITED,India,Computer and related activities (72),-0.62%,-2.56%,"(6,33,12,728)","(1,40,89,145)","(3,232)","(1,87,049)","(43,697)",(591),(789),"(4,89,88,436)",212,0%
2018,ORACLE CORPORATION,United States,Computer and related activities (72),-0.15%,-0.43%,"(6,15,51,120)","(5,55,58,837)","(15,584)","(7,28,169)","(1,63,660)","(2,946)","(49,434)","(50,53,437)","20,948 ",5%
2018,WIPRO LIMITED,India,Computer and related activities (72),-0.52%,-3.39%,"(4,06,09,374)","(1,45,77,648)","(3,342)","(1,93,621)","(45,274)",(611),(610),"(2,57,88,433)",164,0
2018,TECH MAHINDRA LIMITED,India,Computer and related activities (72),-0.76%,-6.35%,"(3,34,30,527)","(1,39,96,415)","(3,205)","(1,86,003)","(43,540)",(585),(344),"(1,92,00,528)",93,0%
2018,SAP SE,Germany,Computer and related activities (72),-0.11%,-0.45%,"(3,21,58,527)","(3,00,10,538)","(10,248)","(3,93,930)","(89,336)","(1,764)","(75,915)","(15,91,410)","14,614 ",11%
2018,NEXTDC LIMITED,Australia,Computer and related activities (72),-25.76%,-114.28%,"(2,93,27,754)","(2,27,27,989)","(5,201)","(3,02,279)","(70,859)",(947),(54),"(62,20,448)",23,0%
2018,NTT DATA CORPORATION,Japan,Computer and related activities (72),-0.13%,-2.31%,"(2,59,81,212)","(2,48,93,670)","(6,744)","(3,31,832)","(76,280)","(1,199)","(19,185)","(6,56,991)","4,690 ",5%
2018,NIKON CORPORATION,Japan,Computer and related activities (72),-0.37%,-4.95%,"(2,40,71,159)","(2,23,96,039)","(5,435)","(3,00,820)","(68,975)",(982),"(6,498)","(12,93,999)","1,589 ",2%
2018,CAPGEMINI SE,France,Computer and related activities (72),-0.14%,-1.35%,"(2,12,35,549)","(1,66,31,013)","(4,854)","(2,21,253)","(50,265)",(889),"(23,814)","(43,09,378)","5,917 ",6%
2018,"KINPO ELECTRONICS,INC. ",Taiwan,Computer and related activities (72),-0.40%,-29.79%,"(1,73,20,345)","(1,69,35,706)","(4,141)","(2,23,504)","(51,963)",(739),"(13,972)","(91,373)","1,055 ",1%
2018,SKYWORTH DIGITAL HOLDINGS LTD,Hong Kong,Computer and related activities (72),-0.28%,-23.58%,"(1,70,59,186)","(84,96,268)","(2,092)","(1,12,474)","(26,076)",(380),"(3,759)","(84,18,964)",827,1%
2018,SYMANTEC CORPORATION,United States,Computer and related activities (72),-0.22%,-2.27%,"(1,04,27,764)","(80,72,381)","(2,195)","(1,06,056)","(24,008)",(413),"(5,999)","(22,19,254)","2,542 ",4%
2018,"FOSTER ELECTRIC COMPANY,LIMITED ",Japan,Computer and related activities (72),-0.60%,-11.95%,"(1,01,40,822)","(99,19,778)","(2,360)","(1,31,996)","(30,814)",(427),"(1,675)","(54,183)",409,1%
2018,AMADEUS IT GROUP SA,Spain,Computer and related activities (72),-0.17%,-0.58%,"(96,86,301)","(32,94,059)",(889),"(44,064)","(10,175)",(164),"(2,393)","(63,35,339)",781,0
2018,ADOBE INC,United States,Computer and related activities (72),-0.10%,-0.30%,"(86,52,441)","(71,75,933)","(2,294)","(93,001)","(20,204)",(442),"(11,207)","(13,54,109)","4,749 ",7%
2018,TRAVELSKY TECHNOLOGY LTD,China,Computer and related activities (72),-0.77%,-2.45%,"(82,68,800)","(60,47,562)","(1,379)","(80,263)","(18,788)",(251),(665),"(21,19,900)",8,0%
2018,ITOCHU TECHNO-SOLUTIONS CORPORATION,Japan,Computer and related activities (72),-0.18%,-2.35%,"(69,29,196)","(66,09,453)","(1,725)","(88,057)","(20,337)",(308),"(3,893)","(2,06,375)",952,4%
2018,LEIDOS HOLDINGS INC,United States,Computer and related activities (72),-0.07%,-0.86%,"(66,92,029)","(56,65,177)","(2,032)","(72,595)","(15,214)",(398),"(12,652)","(9,29,323)","5,361 ",10%
2018,ALTRAN TECHNOLOGIES,France,Computer and related activities (72),-0.17%,-2.46%,"(57,24,270)","(55,96,909)","(1,512)","(74,452)","(17,100)",(277),"(5,263)","(30,066)","1,308 ",5%
2018,TATUNG COMPANY LIMITED,Taiwan,Computer and related activities (72),-0.29%,N/A,"(56,92,018)","(35,45,488)",(861),"(47,519)","(10,641)",(160),"(6,376)","(20,81,454)",481,1%
2018,INDRA SISTEMAS,Spain,Computer and related activities (72),-0.13%,-2.11%,"(47,80,922)","(10,12,655)",(318),"(13,629)","(3,097)",(59),"(1,516)","(37,50,143)",495,3%
2018,TIETO OYJ,Finland,Computer and related activities (72),-0.26%,-2.93%,"(47,63,431)","(32,06,494)",(675),"(38,956)","(9,067)",(123),(223),"(15,07,834)",(58),39%
2018,EOH HOLDINGS LIMITED,South Africa,Computer and related activities (72),-0.41%,-8.30%,"(46,59,701)","(31,52,549)",(639),"(41,725)","(8,369)",(118),"(23,464)","(14,32,890)",53,13%
2018,CASIO COMPUTER COMPANY LIMITED,Japan,Computer and related activities (72),-0.15%,-1.58%,"(42,65,125)","(41,05,389)",(944),"(54,207)","(12,687)",(172),"(2,852)","(88,938)",64,1%
2018,ALLIANCE DATA SYSTEMS CORPORATION,United States,Computer and related activities (72),-0.05%,-0.22%,"(41,84,285)","(40,94,528)","(1,499)","(52,354)","(10,894)",(294),"(9,670)","(19,144)","4,098 ",12%
2018,MINDTREE LIMITED,India,Computer and related activities (72),-0.49%,-4.71%,"(38,48,316)","(13,00,434)",(297),"(17,263)","(4,036)",(54),(61),"(25,26,179)",9,0%
2018,KINGSOFT CORPORATION LIMITED,China,Computer and related activities (72),-0.44%,N/A,"(37,64,860)","(15,80,069)",(382),"(20,941)","(4,868)",(69),(530),"(21,58,116)",117,1%
2018,DASSAULT SYSTEMES SE,France,Computer and related activities (72),-0.07%,-0.30%,"(27,64,012)","(27,00,243)",(894),"(35,930)","(8,000)",(164),"(6,275)","(14,064)","1,559 ",11%
2018,KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED,China,Computer and related activities (72),-0.54%,-23.79%,"(26,01,164)","(8,48,831)",(206),"(11,248)","(2,614)",(37),(299),"(17,37,995)",66,0%
2018,WORKDAY INC,United States,Computer and related activities (72),-0.08%,N/A,"(21,76,237)","(21,29,397)",(691),"(27,559)","(5,961)",(134),"(3,503)","(10,478)","1,484 ",0
2018,VIRTUSA CORPORATION,United States,Computer and related activities (72),-0.21%,-4.55%,"(21,19,296)","(16,21,770)",(445),"(21,294)","(4,811)",(84),"(1,267)","(4,70,163)",537,4%
2018,TERADATA CORPORATION,United States,Computer and related activities (72),-0.09%,-4.48%,"(19,26,303)","(18,84,799)",(587),"(24,483)","(5,357)",(113),"(2,686)","(9,416)","1,138 ",8%
2018,THE SAGE GROUP PLC,United Kingdom,Computer and related activities (72),-0.07%,-0.28%,"(16,07,404)","(13,03,523)",(391),"(17,195)","(3,968)",(67),"(2,430)","(2,80,177)",348,9%
2018,MICRO FOCUS INTERNATIONAL PLC,United Kingdom,Computer and related activities (72),-0.07%,-0.35%,"(15,99,181)","(12,94,695)",(389),"(17,077)","(3,940)",(67),"(2,437)","(2,80,925)",349,9%
2018,LINK ADMINISTRATION HOLDINGS LTD,Australia,Computer and related activities (72),-0.10%,-0.57%,"(8,16,125)","(7,97,182)",(205),"(10,636)","(2,421)",(38),(403),"(5,409)",171,3%
2018,AVEVA GROUP PLC,United Kingdom,Computer and related activities (72),-0.13%,-0.90%,"(8,15,283)","(7,24,866)",(191),"(9,602)","(2,234)",(34),(657),"(77,793)",94,5%
2018,ATEA ASA,Norway,Computer and related activities (72),-0.02%,-0.93%,"(7,40,566)","(7,12,085)",(198),"(9,519)","(2,149)",(35),"(1,448)","(15,285)",153,4%
2018,TEMENOS AG,Switzerland,Computer and related activities (72),-0.07%,-0.28%,"(6,04,759)","(5,90,913)",(162),"(7,790)","(1,783)",(29),(598),"(3,618)",134,5%
2018,SOPHOS GROUP PLC,United Kingdom,Computer and related activities (72),-0.12%,N/A,"(5,73,621)","(5,06,475)",(135),"(6,707)","(1,560)",(24),(494),"(58,297)",71,5%
2018,VITEC GROUP PLC,United Kingdom,Computer and related activities (72),-0.10%,-1.03%,"(5,13,500)","(4,90,506)",(132),"(6,494)","(1,509)",(23),(507),"(14,402)",73,5%
2018,CIELO S.A.,Brazil,Computer and related activities (72),-0.02%,-0.05%,"(5,13,114)","(5,02,663)",(116),"(6,203)","(1,017)",(25),"(1,588)","(1,788)",286,33%
2018,SDL PLC,United Kingdom,Computer and related activities (72),-0.12%,-1.41%,"(4,86,354)","(4,28,691)",(114),"(5,677)","(1,320)",(20),(426),"(50,168)",61,5%
2018,GLOBANT SA,Argentina,Computer and related activities (72),-0.08%,-0.59%,"(4,39,296)","(3,89,057)",(114),"(4,801)","(1,098)",(19),(909),"(43,399)",100,8%
2018,NCC GROUP PLC,United Kingdom,Computer and related activities (72),-0.07%,-0.81%,"(2,18,990)","(1,80,256)",(53),"(2,380)",(550),(9),(307),"(35,479)",44,8%
2018,FDM GROUP HOLDINGS PLC,United Kingdom,Computer and related activities (72),-0.03%,-0.16%,"(96,312)","(58,532)",(26),(760),(170),(4),(322),"(36,544)",46,20%
2018,ATOS SE,France,Computer and related activities (72),0.01%,0.12%,"14,26,941 ","24,54,943 ",(414),"32,588 ","9,133 ",(81),"(22,119)","(10,52,604)","5,496 ",1
2018,"SALESFORCE.COM,INC. ",United States,Computer and related activities (72),0.13%,3.01%,"1,69,19,497 ","1,65,50,808 ","2,825 ","2,23,703 ","54,800 ",477,"(16,484)","96,383 ","6,985 ",0
2018,AGC INC,Japan,Construction (45),-8.82%,-116.27%,"(1,22,44,38,333)","(1,16,60,92,334)","(3,07,415)","(1,52,41,816)","(35,82,053)","(49,945)","(5,852)","(3,91,65,209)","6,292 ",0%
2018,COMPAGNIE DE SAINT GOBAIN SA,France,Construction (45),-2.46%,-33.37%,"(1,17,49,44,982)","(1,04,76,30,319)","(4,13,022)","(1,39,63,623)","(31,76,135)","(65,964)","(13,639)","(11,02,59,945)","5,77,665 ",0%
2018,CHINA GEZHOUBA GROUP COMPANY LIMITED,China,Construction (45),-6.07%,-81.33%,"(88,41,87,453)","(86,48,59,756)","(3,15,038)","(1,16,86,994)","(26,57,211)","(54,773)","(4,57,909)","(46,71,503)","5,15,730 ",1%
2018,OWENS-CORNING,United States,Construction (45),-7.53%,-67.08%,"(53,12,39,634)","(46,44,79,591)","(1,23,879)","(62,12,863)","(14,30,706)","(21,442)",(653),"(5,90,25,936)","55,436 ",0%
2018,CHINA ENERGY ENGINEERING CORP LTD,China,Construction (45),-1.24%,-26.48%,"(47,78,45,441)","(46,67,79,919)","(2,26,530)","(62,87,606)","(13,87,280)","(38,345)","(12,11,762)","(24,38,391)","5,24,391 ",4%
2018,NIPPON SHEET GLASS CO LTD,Japan,Construction (45),-8.42%,-173.26%,"(46,35,21,641)","(44,44,25,368)","(1,02,375)","(59,10,296)","(13,85,066)","(18,592)","(2,320)","(1,16,80,120)","2,495 ",0%
2018,ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS SA,Spain,Construction (45),-0.85%,-26.25%,"(35,84,13,731)","(35,04,54,163)","(80,927)","(47,49,257)","(10,77,125)","(14,869)","(33,194)","(20,18,122)","13,926 ",2%
2018,HOCHTIEF AG,Germany,Construction (45),-1.31%,-42.94%,"(35,78,89,456)","(35,00,19,665)","(83,882)","(44,80,185)","(10,40,584)","(15,459)","(58,751)","(22,29,985)","39,055 ",1%
2018,VINCI,France,Construction (45),-0.66%,-6.45%,"(33,16,34,172)","(29,62,31,512)","(70,103)","(39,87,779)","(9,14,388)","(12,645)","(14,415)","(3,04,14,172)","10,842 ",0%
2018,LARSEN & TOUBRO LIMITED,India,Construction (45),-1.88%,-19.75%,"(32,31,86,635)","(10,80,55,333)","(20,471)","(11,98,260)","(2,77,138)","(3,751)","(1,69,874)","(21,34,55,979)","(5,831)",8%
2018,BOUYGUES SA,France,Construction (45),-0.76%,N/A,"(31,12,79,438)","(30,45,05,205)","(71,536)","(40,88,470)","(9,41,993)","(12,928)","(11,608)","(16,56,428)","8,731 ",0%
2018,JOHNSON CONTROLS INTERNATIONAL PLC,United States,Construction (45),-0.96%,-8.96%,"(30,20,73,109)","(25,78,77,566)","(60,936)","(34,61,375)","(8,01,294)","(11,164)","(2,905)","(3,98,71,441)","13,572 ",1%
2018,CIMIC GROUP LIMITED,Australia,Construction (45),-2.84%,-37.21%,"(29,42,23,632)","(31,26,56,529)","(72,042)","(41,57,821)","(9,74,364)","(13,078)","(2,094)","2,36,50,606 ","1,691 ",0%
2018,FERROVIAL SA,Spain,Construction (45),-4.38%,-71.00%,"(28,77,73,959)","(8,81,51,710)","(27,617)","(12,04,165)","(2,73,585)","(5,048)","(5,195)","(19,81,45,799)","39,159 ",0%
2018,MOTA-ENGIL SGPS SA,Portugal,Construction (45),-8.50%,-154.86%,"(27,25,45,366)","(18,70,00,265)","(43,135)","(24,77,585)","(5,79,940)","(7,825)","(3,507)","(8,24,34,879)","1,769 ",0%
2018,TRAKYA CAM SANAYII A.S.,Turkey,Construction (45),-24.12%,-202.25%,"(26,76,57,999)","(20,52,30,613)","(47,050)","(27,27,194)","(6,39,073)","(8,567)","(1,07,722)","(5,88,98,735)",955,0%
2018,CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED,Hong Kong,Construction (45),-3.38%,-25.74%,"(23,99,17,542)","(11,40,97,455)","(28,869)","(14,80,407)","(3,46,104)","(4,995)","(2,23,208)","(12,37,43,795)","7,291 ",0%
2018,COLAS S.A.,France,Construction (45),-1.51%,N/A,"(22,72,97,032)","(22,23,58,573)","(51,555)","(29,71,633)","(6,90,557)","(9,349)","(4,306)","(12,14,298)","3,239 ",0%
2018,SALINI IMPREGILO SPA,Italy,Construction (45),-3.76%,N/A,"(20,93,69,483)","(5,71,13,706)","(14,813)","(7,27,919)","(1,67,033)","(2,779)","(29,182)","(15,13,28,655)","14,604 ",1%
2018,KCC CORPORATION,South Korea,Construction (45),-4.78%,-74.71%,"(16,22,78,382)","(15,88,17,162)","(54,853)","(21,09,061)","(4,84,552)","(9,110)","(17,529)","(8,51,972)","65,856 ",1%
2018,DAIKIN INDUSTRIES LIMITED,Japan,Construction (45),-0.71%,-6.39%,"(14,77,03,038)","(14,92,88,690)","(34,819)","(19,87,594)","(4,64,362)","(6,347)","(8,802)","40,83,461 ","4,114 ",0%
2018,LIXIL GROUP CORPORATION,Japan,Construction (45),-0.88%,-23.07%,"(13,42,34,255)","(12,95,36,039)","(31,673)","(17,31,100)","(4,03,225)","(5,790)","(6,397)","(25,31,577)","11,546 ",0%
2018,KONINKLIJKE BOSKALIS WESTMINSTER NV,Netherlands,Construction (45),-4.53%,-175.69%,"(13,32,49,395)","(12,99,70,215)","(31,267)","(17,13,733)","(3,98,976)","(5,718)","(19,752)","(11,20,116)","10,382 ",1%
2018,STRABAG SE,Austria,Construction (45),-0.69%,-52.81%,"(12,07,76,503)","(11,75,41,519)","(30,663)","(15,34,703)","(3,56,838)","(5,349)","(16,997)","(13,03,839)","13,405 ",2%
2018,SEKISUI CHEMICAL CO LTD,Japan,Construction (45),-1.04%,-11.60%,"(10,49,52,697)","(9,98,40,031)","(23,240)","(13,57,020)","(3,07,093)","(4,272)","(4,255)","(34,21,729)","4,945 ",0%
2018,TAIWAN GLASS INDUSTRY CORPORATION,Taiwan,Construction (45),-5.22%,-103.47%,"(7,85,39,727)","(7,68,46,680)","(24,322)","(10,37,149)","(2,37,272)","(4,281)","(2,660)","(4,17,170)","29,807 ",0%
2018,HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,South Korea,Construction (45),-0.42%,-8.71%,"(6,34,72,684)","(6,21,03,923)","(18,508)","(7,93,509)","(1,80,342)","(3,263)","(77,540)","(3,17,070)","21,471 ",6%
2018,EIFFAGE,France,Construction (45),-0.33%,-3.15%,"(6,32,78,437)","(6,18,95,208)","(15,057)","(8,41,547)","(1,89,443)","(2,697)","(5,514)","(3,33,119)","4,148 ",1%
2018,CENTRAL GLASS COMPANY LIMITED,Japan,Construction (45),-2.86%,-118.45%,"(5,92,83,224)","(5,54,64,645)","(33,600)","(7,78,383)","(1,68,312)","(5,627)",(875),"(29,22,071)","90,289 ",0%
2018,SUMITOMO FORESTRY CO LTD,Japan,Construction (45),-0.38%,-8.76%,"(4,23,45,248)","(3,92,05,311)","(10,464)","(5,20,586)","(1,20,862)","(1,822)","(4,696)","(24,86,557)","5,049 ",4%
2018,CHINA COMMUNICATIONS SERVICES CORPORATION LTD,China,Construction (45),-0.27%,-13.47%,"(4,22,01,597)","(4,09,53,834)","(15,335)","(4,68,292)","(1,06,086)","(2,232)","(4,85,121)","(1,86,543)","15,846 ",4%
2018,TOTO LTD,Japan,Construction (45),-0.72%,-8.08%,"(3,87,53,429)","(3,63,67,608)","(9,592)","(4,87,873)","(1,13,042)","(1,744)","(2,276)","(17,77,817)","6,523 ",0%
2018,SKANSKA AB,Sweden,Construction (45),-0.19%,-5.52%,"(3,72,84,248)","(3,62,52,642)","(8,124)","(4,68,159)","(1,08,621)","(1,474)",(553),"(4,44,773)",98,5%
2018,TARKETT SA,France,Construction (45),-1.12%,-27.95%,"(3,64,82,059)","(3,44,74,478)","(8,035)","(4,61,582)","(1,06,898)","(1,455)",(926),"(14,29,381)",696,0%
2018,OBRASCON HUARTE LAIN SA,Spain,Construction (45),-0.99%,N/A,"(3,31,07,667)","(1,01,02,838)","(3,610)","(1,32,082)","(30,404)",(566),"(2,632)","(2,28,39,185)","3,651 ",0
2018,ASSA ABLOY AB,Sweden,Construction (45),-0.33%,-2.37%,"(3,15,91,561)","(3,09,18,750)","(6,989)","(4,04,363)","(94,245)","(1,270)",(271),"(1,65,722)",48,2%
2018,KAJIMA CORPORATION,Japan,Construction (45),-0.18%,-2.13%,"(3,07,11,558)","(2,90,80,634)","(8,895)","(3,85,517)","(88,603)","(1,495)","(7,034)","(11,46,943)","7,563 ",8%
2018,BALFOUR BEATTY PLC,United Kingdom,Construction (45),-0.31%,-22.65%,"(2,65,58,293)","(2,44,70,606)","(5,942)","(3,26,020)","(75,871)","(1,076)","(4,680)","(16,75,784)","1,685 ",2%
2018,SHIMIZU CORPORATION,Japan,Construction (45),-0.18%,-2.21%,"(2,44,00,471)","(2,22,19,293)","(6,944)","(2,94,475)","(67,561)","(1,161)","(5,839)","(18,11,476)","6,278 ",0
2018,GEBERIT AG,Switzerland,Construction (45),-0.77%,-3.36%,"(2,42,41,113)","(2,33,64,114)","(7,530)","(3,05,639)","(70,093)","(1,209)","(1,061)","(4,97,578)","6,111 ",2%
2018,KELLER GROUP PLC,United Kingdom,Construction (45),-0.84%,-17.85%,"(2,39,05,771)","(2,33,86,342)","(5,464)","(3,11,221)","(72,776)",(993),"(1,569)","(1,27,971)",565,1%
2018,AECOM,United States,Construction (45),-0.11%,-4.12%,"(2,11,88,457)","(2,07,20,643)","(4,562)","(2,88,252)","(62,506)",(840),"(1,865)","(1,09,913)",124,4%
2018,TAISEI CORPORATION,Japan,Construction (45),-0.12%,-1.05%,"(1,74,52,397)","(2,16,86,172)","(6,903)","(2,87,340)","(65,824)","(1,150)","(6,092)","45,94,534 ","6,551 ",12%
2018,SINOPEC ENGINEERING GROUP CO LTD,China,Construction (45),-0.23%,-5.14%,"(1,53,89,010)","(1,49,08,019)","(6,053)","(1,64,448)","(36,914)",(854),"(2,14,830)","(64,910)","7,017 ",5%
2018,HINDUSTAN CONSTRUCTION COMPANY LTD,India,Construction (45),-0.97%,-16.98%,"(1,40,70,345)","(78,65,721)","(3,149)","(89,352)","(19,304)",(559),"(14,382)","(60,85,559)","7,681 ",7%
2018,OBAYASHI CORPORATION,Japan,Construction (45),-0.08%,-1.08%,"(1,36,07,564)","(1,20,39,281)","(8,976)","(1,83,780)","(36,774)","(1,668)","(7,303)","(13,62,954)","33,172 ",3%
2018,VEIDEKKE ASA,Norway,Construction (45),-0.32%,-27.60%,"(1,32,78,141)","(1,27,67,273)","(3,240)","(1,70,911)","(39,093)",(575),"(1,323)","(2,97,027)","1,302 ",1%
2018,KIER GROUP PLC,United Kingdom,Construction (45),-0.24%,-11.63%,"(1,30,77,772)","(1,21,46,990)","(2,998)","(1,61,913)","(37,602)",(542),"(2,977)","(7,25,823)","1,072 ",2%
2018,AICA KOGYO COMPANY LIMITED,Japan,Construction (45),-0.86%,-7.40%,"(1,28,82,969)","(1,09,39,557)","(2,702)","(1,45,381)","(33,925)",(481),(629),"(17,60,970)",676,2%
2018,BUDIMEX S.A.,Poland,Construction (45),-0.58%,-12.68%,"(1,15,09,946)","(1,06,18,286)","(2,995)","(1,31,400)","(30,335)",(501),"(6,277)","(7,22,171)","2,018 ",8%
2018,DORMAKABA HOLDING AG,Switzerland,Construction (45),-0.32%,-2.56%,"(91,60,118)","(85,41,397)","(2,092)","(1,10,747)","(25,538)",(373),(979),"(4,79,748)",757,1%
